participant,intro_salary,intro_capable,intro_efficient,intro_skilled,intro_intelligent,intro_independent,intro_motivated,intro_committed,intro_knowconsultants,capable,efficient,skilled,intelligent,independent,confident,aggressive,organized,motivated,committed_relative_others,pros_cons,exam_percentile,late_days,salary,likelihood_promoted,training_rec,hire_rec,manipulation,candidate_name,participant_sex,participant_parent
3427912,80000,7,7,7,7,7,7,7,1,6,7,6,7,7,7,4,7,7,7,"Pros: Very well educated, a lot of experience, seasoned employee
Cons: expensive, can easily leave for another company, aggressive",100,8,160000,4,1,1,parent,sarah,
8900160,75000,6,7,5,6,7,7,6,0,5,6,5,6,7,6,5,7,6,7,"Pros - 1. Has extensive experience in the marketing field, so they would understand the inner workings of the industry in order to provide effective consultant services.  2. Their current position demonstrates tangible positive results in a consultant role. 3. They possess good leadership and supervisory skills

Cons - 1. Needs more experience providing consultant services within a company to help streamline their own processes.  2. Needs more experience communicating among different departments. 3.  Responsibilities are more focused on managing solutions than creating solutions.",75,3,135000,3,0,0,parent,allison,
8900160,75000,6,7,5,6,7,7,6,0,5,6,5,5,6,7,5,6,6,7,"Pros - 1. Seems to have good strategy development skills. 2. Works well independently and as part of a team. 3. Good communication skills.
Cons - 1. A lot of the results in their current position are promises, not actual results. 2. Two of the listed positions are as interns, so I'm curious as to how much responsibility they had in those positions. 3. Most of their experience is in the consulting field.  I would have preferred they spent some time growing as an employee in a field so they would have a better perspective about the consulting decisions they're making.",75,3,135000,3,1,1,nonparent,sarah,
7041834,85000,6,7,6,6,7,7,6,0,7,7,7,6,7,6,5,6,7,7,"Pros: organized, goal oriented, good follow through
Cons: moves from job to job, not sure about team performance, not many years in a management position",69,5,140000,3,1,1,nonparent,allison,
7041834,85000,6,7,6,6,7,7,6,0,5,5,5,6,5,5,3,4,5,5,"Pros: lots of strategy work, broad range of skills, good account list
Cons: not sure about management skills, short job tenures, not much mention of teamwork",82,3,135000,2,0,0,parent,sarah,
2853720,89000,6,7,6,6,6,7,7,0,6,6,6,6,7,6,5,5,6,6,"Pros: Strong leadership skills. Results oriented. Dedicated and driven.

Cons:
Honestly, I don't see any cons. Since I have to come up with 3, I'll do my best.
Might seem standoffish to others. Might make others feel inferior. Might be cutthroat.",75,0,180000,4,1,1,parent,allison,
2853720,89000,6,7,6,6,6,7,7,0,6,6,6,6,6,7,6,6,7,7,"Leadership skills. Aggressive goal setter. Attains goals set.

Cons:
Once again, I don't see any cons. Since I'm forced to list 3:
Might not stay with the company long/get headhunted. Might be controlling. Might not be a team player.",75,0,180000,4,1,1,nonparent,sarah,
6778785,75000,6,6,5,6,4,5,6,1,6,6,6,7,5,5,6,6,5,6,"Pros: very in-depth experience, likes to learn from what I can see, seems dedicated to her craft.
Cons: don't know if it'll translate well, possible jack-of-all-trades and master of none, and some educational points.",85,1,145000,3,1,1,nonparent,allison,
6778785,75000,6,6,5,6,4,5,6,1,6,6,7,6,6,6,5,5,6,6,"Pros: retention rate high, increased profits, long work history.
Cons: doesn't know if this will translate well, we need testing first, how well will this person get along with our clients?",85,1,155000,3,1,1,parent,sarah,
6705160,60000,6,6,6,5,7,7,3,0,6,7,7,7,7,7,3,7,6,3,"Pro-  Masters in Busines Adm.  Great experience. can run projects
Con-  Just moved to NY.  Will this be a permanent move? Is involved with PTA which means she has young kids. Tends to bounce from job to job",80,3,150000,3,1,1,parent,allison,
6705160,60000,6,6,6,5,7,7,3,0,7,7,6,7,7,7,2,7,6,3,"Pro-  Has Busines Adm Masters, great job experience and skills learned at jobs, good volunteer work want to help feed needy

Con just moved to NYC.  How long will she stay,  Bounce from job to job.  Has Hotmail email which might show she is behind on the times a bit. ",80,4,160000,4,1,1,nonparent,sarah,
7469702,80000,5,4,4,4,6,5,4,0,5,6,5,5,6,6,4,6,6,6,"pros
good job history
does not change jobs that often
good education background

cons
no real cons here",80,5,165000,4,1,1,nonparent,allison,
7469702,80000,5,4,4,4,6,5,4,0,6,5,6,6,4,5,3,6,5,4,"pros
they have experience
they have the schooling
they have a desire for this type of job

cons
they change jobs a lot
they dont seem loyal to a company
they dont have a lot of experience in total",80,5,155000,3,0,1,parent,sarah,
9113032,100000,7,7,7,7,7,6,6,0,5,5,5,5,4,5,4,4,5,4,"1. Good Education.
2. Socially conscience.
3. Innovative.

1. She would require a large salary.
2.  She could have a quick turnover.
3. She could overvalue herself and her contributions.",90,2,175000,4,1,1,parent,allison,
9113032,100000,7,7,7,7,7,6,6,0,5,5,5,4,4,4,5,4,5,4,"1. Well Educated
2. Increases performance wherever she works.
3. Volunteers at Heart House Programs. Socially conscience.

1. She could demand a large salary
2. She could loose focus due to her volunteer work.
3. She could be overqualified.
3. ",90,2,175000,4,1,1,nonparent,sarah,
4424080,75000,5,6,5,6,7,6,6,0,6,6,7,6,7,7,6,6,6,6,"Pros: She has the ability to see what other employees may miss when it comes to helping the company move forward. She seems to have organizational skills that not everyone else would have.She has the ability to manage many hats, rather than just being focused on one type of work at a job. 
Cons: She hasn't gone to a school that is considered to be a big name school, which some companies do look for. She only has 7 years of experience, even though she does have a Master's degree. She seems to hop around from job to job.
",90,3,135000,3,1,1,nonparent,allison,
4424080,75000,5,6,5,6,7,6,6,0,7,7,7,7,6,7,6,7,7,6,"Pros: She handled an incredible amount of work at the most recent company she worked for. She's provided benefits to the company she worked for that numbered in the millions of dollars. She knows how to manage the senior managers to get them working together better. 

Cons: She doesn't have many years of on-the-job experience yet-- she just got her first true job in 2012.She's only been at the most recent job for 5 years, so, while she's seemingly done well, she doesn't have a long track record past 5 years with the most recent company. She mentions only a small number of clients on her resume.",95,3,150000,4,1,1,parent,sarah,
4900382,5,4,2,2,2,2,2,2,0,2,2,2,2,2,2,2,3,2,2,sdfffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,19,sdfgsdfgdfg,4,2,0,0,parent,allison,
4900382,5,4,2,2,2,2,2,2,0,2,2,2,3,3,3,2,2,2,2,dfsgssssssssssssssssssssssssssssssssssssss,14,4,4,2,0,0,nonparent,sarah,
8166752,75000,7,7,7,6,6,6,6,0,7,7,7,7,5,5,4,7,6,4,"Pros: Has several years of experience in the field, has relevant education background, has proven to be successful at her work.
Cons: Has not stayed with one company for very long.  I don't really see any other cons...",75,5,150000,3,1,1,nonparent,allison,
8166752,75000,7,7,7,6,6,6,6,0,7,7,7,7,6,6,6,6,6,3,"Pros: Several years of experience in consulting, has relevant education background, has shown success in helping companies as a consultant.
Cons:  Doesn't stay with one company for very long.  Again, I'm not seeing any other cons than that...",70,7,155000,3,1,1,parent,sarah,
9428027,45000,5,6,5,6,4,5,6,0,6,5,5,7,5,4,4,6,6,5,"She has consultancy experience, which is a major plus. Her majors for both undergraduate and graduation education agree, so this is very much a career choice she's wanted for a long time. Her other relevant activities are incredibly impressive.

However, I'm unsure about her previous roles. She made a major career shift when she went for her most recent job. Furthermore, she's working in Detroit but she lives in New York? That seems pretty strange, almost certainly a problem for her co-workers. Furthermore, she took a year off between the last two positions, that's worrying.",69,8,148000,3,1,1,parent,allison,
9428027,45000,5,6,5,6,4,5,6,0,7,6,5,7,6,4,4,5,7,7,"Her most recent job is directly related to the position she's applying for. Her education is directly related to the field. She volunteered for some period of time, which shows that she's just a bit conscientious. 

However, she does have cons. While her previous experiences were related, she never had a position in pure consultancy. Furthermore, she doesn't seem to have a lot of experience in public speaking or 'directly' marking to a person. Finally, her undergraduate major and graduate major seem to be at odds with each other; so I can't really say that she's been great about planning her education. A switch like that is massive, there's no understating it, so it gives me pause.",87,10,155000,4,1,1,nonparent,sarah,
1698591,60000,5,6,5,5,7,6,6,0,4,4,4,4,3,4,3,5,5,5,"Pro: Has consulting experience
Pro: Has an MBA
Pro: Has been doing planning work since she began her employment history

Con: Only a few years of experience
Con: Not a lot of volunteer experience
Con: Doesn't seem like the projects they have worked on have been very complicated",90,0,135000,2,0,0,parent,allison,
1698591,60000,5,6,5,5,7,6,6,0,5,5,5,6,5,6,4,7,7,7,"Pro: Has some consulting experience
Pro: Has an MBA
Pro: Has experience working on projects with long-term revenue streams

Con: Doesn't have many years of consulting experience, only a few

Can't think of any other cons.",85,1,140000,3,1,1,nonparent,sarah,
7227948,75000,4,5,4,4,6,5,5,0,5,5,5,6,6,6,4,5,5,5,"pros: experienced, relevant skills, college educated. Cons: changed careers, busy with activities outside of work, doesn't stay in jobs for long",75,2,150000,3,1,1,nonparent,allison,
7227948,75000,4,5,4,4,6,5,5,0,5,5,6,6,4,5,4,6,5,5,"pros: experienced, two degrees, independently driven at job. Cons: multiple jobs in short period of time, involved with activities outside of work, seems to do things their own way",65,2,151000,3,1,1,parent,sarah,
5814912,150000,6,7,6,7,7,4,4,0,6,6,6,5,6,7,4,5,7,5,"The candidate has excellent communication skills.
The candidate has extensive experience in leadership positions.
The candidate has excellent communications skills.

The candidate's education attainment is not very high compared to other candidates.
The candidate has worked in only one area and might not have exposure to other cultures and information.
The candidate might demand a very high salary.",90,1,150000,3,1,1,nonparent,allison,
5814912,150000,6,7,6,7,7,4,4,0,5,5,5,6,6,7,4,6,6,6,"Candidate has leadership experience in settings other than work settings.
Candidate has extensive work experience
Candidate has work experience in more than one city.

Candidate has a relatively short career.
Candidate might be inexperienced when dealing with staff.
Candidate has limited leadership experience at the coporate level.",76,1,140000,3,1,1,parent,sarah,
8785286,65000,5,5,6,6,5,5,5,0,7,6,6,6,4,6,5,6,6,6,"Has the education, plenty of experience, motivated

Worked in management, don't know how they would related to others
unsure about job stability
being a woman hinders her",76,2,140000,3,1,1,parent,allison,
8785286,65000,5,5,6,6,5,5,5,0,5,5,5,5,5,5,6,5,5,5,"pros: education, experience, knows marketing

cons: too many different jobs, woman in man's world, over qualified",85,2,135000,2,0,0,nonparent,sarah,
4504073,80000,5,7,5,4,7,5,4,0,6,7,7,6,5,6,5,7,7,6,"It is good to see a female candidate. She has an MBA. She was a project manager at her last position.

She is light on total experience. She has a child.She is young.",89,2,150000,4,1,1,parent,allison,
4504073,80000,5,7,5,4,7,5,4,0,5,5,5,5,3,4,3,4,4,3,"Pro: She has an MBA. She volunteers. Shes a team player.

Con: No management experience. No clear advancement path. Job history shows not very committed to staying at one job.",91,2,125000,2,0,0,nonparent,sarah,
3686203,55000,6,7,6,4,7,7,4,0,6,6,7,7,6,7,3,7,7,7,"Pros:
1) Applicable experience, and a lot of it.
2) Relevant qualifications
3) Professional looking resume.

Cons:
1) Seems to hop around jobs a bit too much for my taste.
2) Not enough description in the resume about her work activities..only two things listed for one job.
3) Her resume seems to focus A LOT on website development, and not as much on managerial stuff.",75,2,145000,3,1,1,parent,allison,
3686203,55000,6,7,6,4,7,7,4,0,7,7,7,7,7,7,5,6,7,7,"Pros:
1) Has a ton of valuable experience, and relatable too.
2) Has company loyalty with her latest job.
3) Has nice charitable volunteering.

Cons:
1) Very vague about her work history at O'connell
2) Resume feels a little barren...feels like not enough detail.
3) Nitpicky...but the email feels a little unprofessional to me.  I feel like putting numbers in an email just isn't great.",75,3,170000,4,1,1,nonparent,sarah,
6710434,150000,5,5,4,5,4,5,5,0,6,5,5,6,6,7,5,3,4,4,"Has good experience
has exposure
has an MBA

Not an impressive resume
need more clarification
Does not seem stable",75,1,140000,3,1,1,nonparent,allison,
6710434,150000,5,5,4,5,4,5,5,0,6,5,5,5,6,6,5,5,6,6,"Has good exposure
Studied at a good university
Resume is impressive

Has not grown in the last job
Has not been stable in a company
Does not seem promising",68,1,135000,1,1,0,parent,sarah,
6364599,60000,7,7,7,7,4,7,7,0,7,7,7,7,7,7,5,7,7,7,"This particular candidate seems very motivated, qualified, and eager. However, she also exhibits a cockiness, overconfidence, and lacks an in depth analysis of her skills. ",85,5,150000,3,1,1,nonparent,allison,
6364599,60000,7,7,7,7,4,7,7,0,7,7,7,7,4,7,7,7,7,7,"The applicant is very experienced. She also boasts a wealth of successful projects along with some ongoing. However, she only recently received a proper degree. Most of her fruitful work occurred later in her career path. She also has open projects.",85,5,150000,3,1,1,parent,sarah,
5119368,80000,5,6,6,6,4,6,6,0,4,5,4,5,5,5,3,5,6,6,"pros - volunteers, has relevant experience, has good education

cons - how good is Rochester (for MBA), past companies don't seem that great. lives in detroit, ",64,1,135000,3,1,0,nonparent,allison,
5119368,80000,5,6,6,6,4,6,6,0,6,6,6,6,4,5,4,5,6,6,"pros - lots of relevant experience, has made lots of money for companies worked for, seems to be a go getter

cons- probably has kids, how good is UT- Austin?, has changed jobs frequently.",60,1,150000,3,1,1,parent,sarah,
5946780,85000,6,6,6,5,6,6,6,0,5,5,4,5,3,5,3,5,5,6,"Experience leading teams, masters degree with major in Marketing, held an internship at communications company when getting BS in Business Administration.

Gains made for companies seem small, focuses largely on digital aspects, seems team dependent to success or failure or projects.",92,2,145000,2,0,0,nonparent,allison,
5946780,85000,6,6,6,5,6,6,6,0,6,6,7,6,5,7,6,7,7,7,"Extensive experience, master degree with a major in marketing, BS in industrial management.

Went from Strategy Associate to Intern at another firm (Seems like a downgrade in position), employment at each firm has lasted only two years until current job, Austin Communications Consultants has her as an intern, but for some reason had her manage events with no clients listed.",85,2,165000,3,1,1,parent,sarah,
2108208,60000,6,6,6,6,5,7,7,0,7,7,6,6,6,7,5,7,7,6,"The candidate seems to have ample relative experience for the opening.
The candidate has a strong track record of growth in previous tasks at other organizations.
The candidate has adequate education and  appears motivated to learn about many different facets of the industry.

cons.
Resume seems cluttered. 
Candidate has not highlighted clear and specific strengths on resume.
No clear objective.
",75,7,150000,3,1,1,nonparent,allison,
2108208,60000,6,6,6,6,5,7,7,0,5,5,5,5,4,4,4,5,5,6,"Pros
Candidate has some relevant experience.
Candidate seems responsible.
Candidate has relevant education.

Cons.
Resume is difficult to read.
Unclear what the candidates individual achievements are on experience.
No clear objective.

",75,7,140000,2,0,0,parent,sarah,
1966533,150000,6,6,6,6,6,6,5,0,6,6,6,6,6,6,6,5,5,5,"pros: 1 he has got masters degree
2. he has got good experience
3 promoted in same organisation

Cons: 1. not worked with different organisations so question of versatility
no other cons",75,2,160000,4,1,1,parent,allison,
1966533,150000,6,6,6,6,6,6,5,0,5,5,5,5,4,5,5,4,5,4,"pros:1 he has experience in conducting market research on competitors
2.he has worked with three different organisations so vesatality
3 he has got masters degree in business studies

Cons:1. He has not worked with any organisation for longer period
2. He has worked with two organisations only as intern
3. Could have include more achievements in his CV",75,2,150000,3,1,1,nonparent,sarah,
7570727,75000,5,5,5,5,4,4,5,0,6,5,6,6,5,6,5,5,6,5,"Pros: She has a great academic record, she's active in the community, and has the special skills for the job.
Cons: Her resume is sloppy, she doesn't have a lot of consulting experience, and who uses a Yahoo account still?",76,2,125000,3,1,1,nonparent,allison,
7570727,75000,5,5,5,5,4,4,5,0,5,6,6,6,6,6,5,6,6,6,"pros: She is well organized, has a nice resume, and is well educated. Cons: her schooling isn't very extensive and her major is unrelated to her career, she's also a busy parent which might take away from her time at the job, and she still has a hotmail account.",75,2,125000,3,1,1,parent,sarah,
4277247,75000,6,5,5,5,7,6,5,0,5,5,5,6,5,6,6,7,5,6,"Pros:  Intelligence, organizational ability, experience in a wide range of business development skills (leadership, design, implementation of programs, etc), 

Cons:  Resume lacks specificity with regards to the impactful results of her efforts, her work experience has not included any upper management titles (and as a consultant she would be interacting with senior/upper management most of all), generally her experience documentation is weak, and her 'highlighted activities' include efforts that took place more than 5 years ago.   ",86,1,135000,3,1,1,nonparent,allison,
4277247,75000,6,5,5,5,7,6,5,0,5,5,5,6,5,6,6,7,6,4,"Pros:  she is intelligent, educated,and has held leadership positions and had responsibility for identifying and implementing all aspects of business development in her various roles

Cons:  She has not stayed with any one company very long, and the companies are all relatively close in geography, so it can be assumed that something other than relocation was prompting her moving on, calling her commitment to the company's goals into question.     Her MBA took 4 years, again calling into question how much time she devotes to a project or work task she is engaged in; and finally, she chooses to highlight an avocational pursuit (the PTA) on a resume, and seems oblivious to the fact that this involvement could easily be construed as being a potential interference with her ability to devote herself to the job.   The involvement itself isn't the issue as much as the poor judgement it shows in using it as a 'highlighted item' on a resume designed to find her a high level employment opportunity.  ",87,1,135000,2,0,0,parent,sarah,
9663690,80000,3,4,3,5,6,7,5,0,5,5,5,5,6,6,6,4,6,4,"Pros:
1. The candidate seems very versatile.
2. The candidate has produced results, particularly in real estate holdings, in the past.
3. The candidate has had great success in recruiting.

Cons:
1. They're possibly a little *too* versatile, this suggests a certain lack of commitment.
2. They have children; this could detract from their work.
3. They've had little work experience outside Michigan.",82,1,135000,3,0,0,parent,allison,
9663690,80000,3,4,3,5,6,7,5,0,6,6,6,5,5,5,7,7,5,6,"Pros:
1. They're very direct and to-the-point.
2. They have a track record of generating revenue across a variety of endeavors.
3. They have strong experience leading teams.

Cons:
1. They're perhaps too terse.
2. They have little experience outside Texas.
3. They're female, and relatively young, so might have children, which could detract from their work.",76,1,140000,3,1,1,nonparent,sarah,
2754700,95000,6,6,5,6,5,3,3,0,6,6,6,6,6,7,5,6,7,6,"pros: good education, nicely written and understandable resume, excellent relevant work history
cons: skills section is very small and sounds ""blah"", has not worked as a consultant very long, results at prior companies not that impressive",80,1,140000,2,1,1,nonparent,allison,
2754700,95000,6,6,5,6,5,3,3,0,6,6,6,5,7,6,5,5,7,7,"pros: decent education, adequate relevant work history, vast skill set
cons: errors in resume (2006?), many employers in short amount of time, hotmail email address",80,1,150000,3,1,1,parent,sarah,
6105443,75000,5,6,5,5,6,4,6,0,6,6,6,7,5,5,2,6,6,6,"Pro: A long work history means he has a good work history and knows what to do.
Pro: Has Masters level education.
Pro: Had good results in prior jobs.
Con: Most of the work history isn't in the consulting field.
Con: education is mainly in marketing, not consulting.
Con: Manuel Public Relations doesn't seem to be as beneficial our results oriented compared to the other two jobs. ",75,2,150000,3,1,1,parent,allison,
6105443,75000,5,6,5,5,6,4,6,0,6,5,5,6,6,6,2,5,5,5,"Pro: A long work history means she has a good work history and knows what to do.
Pro: Has multiple degrees
Pro: A lot of results in the previous consultant job.
Con: Has stayed in the jobs in a short time before leaving.
Con: 'Other' doesn't seem related to being a consultant.
Con: O'Connell Company doesn't seem to be as beneficial for the job at hand compared to the other jobs.",75,2,140000,3,0,1,nonparent,sarah,
5043183,70000,6,6,6,6,6,6,6,0,5,5,5,5,4,5,5,5,5,5,"Con 1:  Confused about her place of residence vs past employment and current obligations
Con 2:  Too much of a hands on, perhaps micro manage attitude
Con 3:  Concerns about her use of a free email service for her primary contact information

Pro 1:  Intelligent
Pro 2:  Ambitious and caring
Pro 3:  Organized",90,0,135000,3,0,0,nonparent,allison,
5043183,70000,6,6,6,6,6,6,6,0,5,5,5,6,5,6,5,6,6,6,"Pro 1:  Ambitious
Pro 2:  Thorough
Pro 3:  Intelligent

Con 1:  Applicant may tend to over think things; may get bogged down in minute details rather than focusing on the larger goal
Con 2:  Applicant fails to produce consistent long term tenure across the work history
Con 3:  Team player, causes concern for how well the applicant could approach one of our clients independetly
",90,0,140000,3,0,1,parent,sarah,
2109299,38000,5,5,5,4,6,4,4,0,5,5,5,4,4,4,4,5,5,5,"Same as before really...
Good past history overall and nothing I can really say bad about her. Not trying to give bs answers, just not sure what to write...",74,5,150000,3,1,1,parent,allison,
2109299,38000,5,5,5,4,6,4,4,0,5,5,5,5,4,4,4,5,5,5,"lots of experience, solid education, had last job for many years
besides for having a couple of short stints with a job, can't really think of a con",71,5,150000,3,1,1,nonparent,sarah,
4272917,50000,5,6,6,6,6,5,5,0,6,5,5,5,5,6,5,5,6,6,"pros: educated ,good organization skills, leadership ability 
cons lack of diversity,lack of experience,",70,4,125000,3,1,0,nonparent,allison,
4272917,50000,5,6,6,6,6,5,5,0,6,6,5,5,6,5,5,6,6,6,"pros:  educated ,diversity, skilled
cons: length of  time that  person stayed with previous employers, experience,changes jobs frequently  ",80,4,125000,2,1,0,parent,sarah,
8888480,75000,7,7,7,5,6,7,6,0,5,6,5,6,6,6,7,7,7,7,"pro: women still make up less than 50% of workers in this field, and hiring a female would promote diversity in the workplace. 
pro: The candidate has enough experience to be skilled at the position while at the same time is still new enough that she is likely to be very competitive, hardworking, and driven. 
pro: She has the required schooling to be successful in this position. 
con: She doesn't have many years of experience in management consulting. 
con: I think more skills should be listed; she only has 2 skills on her resume. 
con: Short length of time on her first 2 jobs on her resume could indicate not a long-term employee.",80,3,145000,4,1,1,parent,allison,
8888480,75000,7,7,7,5,6,7,6,0,5,6,4,6,5,7,7,7,7,7,"pro: Her resume makes her appear extremely motivated and confident. 
pro: Took part in something that resulted in a client's most successful product launch.
pro: Has volunteer work on her resume, showing she's willing to work hard. 
con: Previous experience was internships, which may mean less experienced
con: Although the experience seems to mirror that of a management consultant, she never had that title on her resume. 
con: Fairly recent graduate and may not have had as much real world and work experience. ",85,2,135000,3,1,1,nonparent,sarah,
9880262,85000,6,7,6,6,7,7,7,0,6,6,6,6,6,6,6,6,7,6,"Pros: marketing experience in various fields, supervisory experience, good track record

Cons:  no high-tech background, might be a little over-confident, might be unwilling to change how she handles things",80,2,150000,3,1,1,parent,allison,
9880262,85000,6,7,6,6,7,7,7,0,7,7,7,7,7,7,7,7,7,7,"Pros: marketing experience in several fields, great (and detailed) track record, experienced in using varied strategies

Cons:  unclear if she has high-tech background, limited supervisory experience, might be over-confident",80,2,160000,4,1,1,nonparent,sarah,
1269458,65000,7,7,7,5,7,5,4,0,6,6,7,5,4,6,4,6,7,6,"Pros:
1. She has past experience with a company as a marketing consultant.
2. Her skills are very applicable to the position.
3. Her past work has shown high levels of success.
Cons:
1. She did not provide references, so her past sources cannot be checked for accuracy.
2. Her distance from her work in Michigan to where she resides in New York implies she works long-distance or travels a lot, which may make her presence and timing unreliable.
3. She left one company for another soon after earning her Masters degree and may be uncommitted if a better opportunity for work comes along.",80,4,140000,3,1,1,nonparent,allison,
